ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (g)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 4 default","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 1 default","Attribute 2 default"
\nHIN: CA-YQWXD445F223",,,,taxable,,1,,,0,0,121109,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2023/06/IMG_9775-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/0E60E525-D229-4229-AEDE-68409EBEF108-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5280.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5281.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5282.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5283.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5278.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5277.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5276.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5275.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_3336.png, https://strykerboats.com/wp-content/uploads/2019/04/HD-380-11-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD-380-14-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD-380-2-copy-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/06/IMG_9775-scaled.jpg",,,,,"id:347, id:348, id:1853",,,,109,color,"Blacked Out, Storm Grey",1,1,,,,,,,,,,,,,,,,,,"Storm Grey",
12994,variation,,"Stryker PRO 420 (13’ 7”) Inflatable Boat - Blacked Out",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4639.9,,,,,,,id:12993,,,,,,1,color,"Blacked Out",,1,,,,,,,,,,,,,,,,,,,
13168,variation,,"Stryker HD 470 (15' 4”) Inflatable Boat - Blacked Out, Grey EVA",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5299.88,,,,,,,id:11438,,,,,,3,color,"Blacked Out",,1,flooring,"Grey EVA",,1,,,,,,,,,,,,,,,
13220,variable,,"Stryker JET 420 (13’ 7”) Inflatable JET Boat",1,0,visible,"Perfect for running shallows is our PRO JET that boasts a tunnel hull to provide extra protection for your jet foot. Entire belly of boat covered in Stryker Shield. Removable top tubes that add additional splash protection as well as giving passengers additional security by raising the edges of the boat.","Perfect for running shallows is our PRO JET that boasts a tunnel hull to provide extra protection for your jet foot. Entire belly of boat covered in Stryker Shield. Removable top tubes that add additional splash protection as well as giving passengers additional security by raising the edges of the boat.",,,taxable,,1,,,0,0,140160,,,,1,,,,"Boats, Boats > Stryker Inflatable JET Boats",,,"https://strykerboats.com/wp-content/uploads/2023/09/Website-Cover-JET-420-5.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-27.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-11-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-8-1-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-1-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-27-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-24-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-26.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-25.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-26-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-22.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-6-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-18.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-17.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-15.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-13.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7195.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-11.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-9.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-7.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-6.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-21-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-8-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-5.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-4.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-2.jpg, https://strykerboats.com/wp-content/uploads/2023/09/JET-420-2-2.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-23-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-420-12-scaled.jpg",,,,,"id:347, id:348, id:1853",,,,110,color,"Blacked Out, Storm Grey",1,1,,,,,,,,,,,,,,,,,,,
13221,variation,PROJET420B,"Stryker JET 420 (13’ 7”) Inflatable JET Boat - Blacked Out",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7099.88,,,,,,,id:13220,,,,,,1,color,"Blacked Out",,1,,,,,,,,,,,,,,,,,,,
13222,variation,PROJET420G,"Stryker JET 420 (13’ 7”) Inflatable JET Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7099.88,,,,,,,id:13220,,,,,,2,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
13223,variable,,"Stryker JET 470 (15' 4”) Inflatable JET Boat",1,0,visible,"Perfect for running shallow water with a heavier load is our PRO JET 470. This boat is perfect for hauling a hunting camp or 4+ people. The 470 is our workhorse. If speed isn't your number one factor, this a great boat to consider for large loads. If you are looking for the best performance consider the PRO JET 420.
\n
\n&nbsp;","Perfect for running shallow water with a heavier load is our PRO JET 470. This boat is perfect for hauling a hunting camp or 4+ people. The 470 is our workhorse. If speed isn't your number one factor, this a great boat to consider for large loads. If you are looking for the best performance consider the PRO JET 420.
\n
\nHighlights include
\n<ul>
\n 	<li>Quick to get on step with the ability to maintain 'plane' very slow</li>
\n 	<li>will run 2"" of water effortlessly</li>
\n 	<li>very well protected hull with 1.8mm tube material and Stryker Shield bottom protection</li>
\n 	<li>top tubes are removable</li>
\n</ul>
\n&nbsp;",,,taxable,,1,,,0,0,140160,,,,1,,,,"Boats, Boats > Stryker Inflatable JET Boats",,,"https://strykerboats.com/wp-content/uploads/2023/09/IMG_7224-300x300-1.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-155-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7242.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-4-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7200.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-18-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-22-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7239.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-17-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-23-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-28-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7244.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-29-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7225.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-19-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7224.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-24-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7223.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-10-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7219.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7216.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7204.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-470-11-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/IMG_7202.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-2-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-3-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-4-1-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-5-1-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-7-1-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-17-1-scaled.jpg, https://strykerboats.com/wp-content/uploads/2023/09/PRO-JET-22-scaled.jpg",,,,,"id:347, id:348, id:1853",,,,110,color,"Blacked Out, Storm Grey",1,1,,,,,,,,,,,,,,,,,,,
13224,variation,PROJET420B-1,"Stryker JET 470 (15' 4”) Inflatable JET Boat - Blacked Out",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7749.88,,,,,,,id:13223,,,,,,1,color,"Blacked Out",,1,,,,,,,,,,,,,,,,,,,
13225,variation,PROJET420G-1,"Stryker JET 470 (15' 4”) Inflatable JET Boat - Storm Grey",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7749.88,,,,,,,id:13223,,,,,,2,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
13229,variable,,"2022 Stryker LX 270 (8’ 9”) Inflatable Boat",'-1,0,visible,"2022 models on clearance. Brand new in box, unused
\n
\n1 air floor","<h3><strong>Stryker LX 270 Overview:</strong></h3>
\nThe Stryker LX 270 was introduced in 2019 by popular demand. This boat offers 16” tubes like the Stryker LX 320, but in the size that is still suitable as a yacht tender and also for recreational use with your rv or fishing on your favourite lake for the day.
\n<h3><strong>Material &amp; Construction:</strong></h3>
\nThe Stryker LX 270 comes with the additional bottom protection of 1.2mm fabric with our signature <em>Stryker Shield®</em> hull protection. <em>Stryker Shield</em>® is an 8” wide corrugated rubber strip that protects the bottom of the tubes and keel.   Stryker Inflatable Boats are constructed with the highest grade imported German Mehler PVC using the latest thermowelding technology.  Thermowelding is a process using heat welding that bonds the material together that creates superior strength and durability over the traditional 4 layer overlapping seam technology used by most companies.
\n
\nOur signature LX line features 5 <a href=""https://strykerboats.com/product/scotty-glue-on-pad-for-inflatable-boats-black/"" target=""_blank"" rel=""noopener"">Scotty® bases</a> pre-installed at time of manufacturing to plug and play up to 30 different <a href=""https://strykerboats.com/product-category/stryker-inflatable-boat-accessories/scotty/"" target=""_blank"" rel=""noopener"">Scotty® accessories</a> for all your fishing adventures.
\n
\nThe LX 270 inflatable boat features a 15” heavy duty 1 piece reinforced aluminum transom.  The Stryker fully welded aluminum transom removes the most common failure point (wood and plastic 3 piece transoms) found on all other inflatable boats on the market.  The 15"" transom gives you the ability to add a short shaft prop outboard motor.
\n
\nThis vessel offers 4 Air Chambers, 1139lbs weight capacity and maximum 4 person capacity.  Stryker Inflatable Boats are constructed with a heavy duty interlocking aluminum floor system with side stringers or a high pressure air floor constructed from a specially designed drop-stitched PVC fabric.
\n<h3><strong>Motor Recommendation for the Stryker LX 270:</strong></h3>
\n9.9HP short shaft prop outboard, electric motor, or use the oars to row to shore.  This is the perfect setup for 1-2 people and your gear.
\n<h3><strong>Included:</strong></h3>
\nEvery boat comes fully equipped with military grade wrap around life line, multiple heavy duty D-ring systems installed throughout,  fuel tank/battery box tie down, heavy duty transom motor mount, welded towing/lifting eyes on transom, towing eyes on bow, with heavy duty D-handle for use with <a href=""https://strykerboats.com/product/stryker-launching-wheels-standard/"" target=""_blank"" rel=""noopener"">Stryker launching wheel system</a>.  Included in your package: one set of <a href=""https://strykerboats.com/product/stryker-oar-kit/"" target=""_blank"" rel=""noopener"">oars</a>, double <a href=""https://strykerboats.com/product/aluminum-bench-seats/"" target=""_blank"" rel=""noopener"">aluminum seats</a>, 1680 denier <a href=""https://strykerboats.com/product/stryker-easy-load-boat-bag/"" target=""_blank"" rel=""noopener"">boat bag</a>, floor bag, <a href=""https://strykerboats.com/product/stryker-bow-bag/"" target=""_blank"" rel=""noopener"">bow bag</a>, <a href=""https://strykerboats.com/product/stryker-smart-cargo-bag-bench-cushion/"" target=""_blank"" rel=""noopener"">smart cargo bag bench cushion</a>, <a href=""https://strykerboats.com/product/repair-kit5x6/"" target=""_blank"" rel=""noopener"">repair kit</a> and <a href=""https://strykerboats.com/product/high-pressure-foot-pump/"" target=""_blank"" rel=""noopener"">foot pump</a>.
\n
\nThis Stryker Inflatable Boat package comes in 2 bags, 1 for your boat and 1 for your aluminum floor system.
\n<ul>
\n 	<li>Dimensions of Boat in Bag: 43 x 22 x 12""</li>
\n 	<li>Boat Only Weight: 89 lbs</li>
\n 	<li>Dimensions of Aluminum Floor in Bag: 36 x 24 x 4""</li>
\n 	<li>Aluminum Floor Only Weight: 32 lbs</li>
\n 	<li>Airmat Floor Only Weight: 11 lbs</li>
\n</ul>
\nAvailable in Storm Grey or Rescue Red.  Aluminum Floor or Air Floor options.
\n
\n<a href=""https://strykerboats.com/warranty/"" target=""_blank"" rel=""noopener"">Stryker Boats 5 year manufacturer warranty.</a>",,,taxable,,0,,,0,0,57606,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8864-50a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8844-39a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-270-6-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8846-40a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8848-42a.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2427-70.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2432-71.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2462-80.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2237-19.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_4916.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8847-41a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/Photo-2023-01-22-04.11.35-PM.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8852-46a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_4915.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_49151.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_1541-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8854-47a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8855-48a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX270-DSCF8864-50a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_1540-scaled.jpg",,,,,"id:347, id:348, id:1853",,,,99,flooring,"Aluminum, HP Airmat (Storm Grey Only)",1,1,color,"Rescue Red, Storm Grey",1,1,,,,,,,,,,,,,,Aluminum,"Rescue Red"
13232,variation,LX270A-1,"2022 Stryker LX 270 (8’ 9”) Inflatable Boat - HP Airmat (Storm Grey Only), Storm Grey",'-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,2159.88,2699.88,,,,,,,id:13229,,,,,,1,flooring,"HP Airmat (Storm Grey Only)",,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,
13233,variable,,"2022 Stryker LX 360 (11’ 7”) Inflatable Boat",'-1,0,visible,"2022 Clearance
\n
\nBrand new in box.
\n
\n&nbsp;","<h3><strong>Stryker LX 360 Overview:</strong></h3>
\nThe Stryker LX 360 is a good all around inflatable boat for someone looking for additional room over the 320 with budget a primary consideration. This inflatable boat is rated for 7 people, but we have found that this is the perfect size for 3-4 people paired with a lightweight 20HP motor.
\n<h3><strong>Material &amp; Construction:</strong></h3>
\nOur signature LX line features 5 <a href=""https://strykerboats.com/product/scotty-glue-on-pad-for-inflatable-boats-black/"" target=""_blank"" rel=""noopener"">Scotty® bases</a> pre-installed at time of manufacturing to plug and play up to 30 different <a href=""https://strykerboats.com/product-category/stryker-inflatable-boat-accessories/scotty/"" target=""_blank"" rel=""noopener"">Scotty® accessories</a> for all your fishing adventures.
\n
\nThe Stryker LX 360 comes with the additional bottom protection of 1.2mm fabric with our signature <em>Stryker Shield®</em> hull protection. <em>Stryker Shield</em>® is an 8” wide corrugated rubber strip that protects the bottom of the tubes and keel.  Stryker Inflatable Boats are constructed with the highest grade imported German Mehler PVC using the latest thermowelding technology.  Thermowelding is a process using heat welding that bonds the material together that creates superior strength and durability over the traditional 4 layer overlapping seam technology used by most companies.
\n
\nThe  LX 360 inflatable boat features a 15” heavy duty 1 piece reinforced aluminum transom.  The Stryker fully welded aluminum transom removes the most common failure point (wood and plastic 3 piece transoms) found on all other inflatable boats on the market.  The 15"" transom gives you the ability to add a short shaft prop outboard motor.
\n
\nThis vessel offers 4 Air Chambers, 1803lbs weight capacity.  Stryker Inflatable Boats are constructed with a heavy duty interlocking aluminum floor system with side stringers or a high pressure air floor constructed from a specially designed drop-stitched PVC fabric.
\n<h3><strong>Motor Recommendation for the Stryker LX 360:</strong></h3>
\n20HP short shaft prop outboard, manual or electric start.
\n<h3><strong>Included:</strong></h3>
\nEvery boat comes fully equipped with military grade wrap around life line, multiple heavy duty D-ring systems installed throughout,  fuel tank/battery box tie down, heavy duty transom motor mount, welded towing/lifting eyes on transom, towing eyes on bow, with heavy duty D-handle for use with <a href=""https://strykerboats.com/product/stryker-launching-wheels-standard/"" target=""_blank"" rel=""noopener"">Stryker launching wheel system</a>. Included in your package: one set of <a href=""https://strykerboats.com/product/stryker-oar-kit/"" target=""_blank"" rel=""noopener"">oars</a>, double <a href=""https://strykerboats.com/product/aluminum-bench-seats/"" target=""_blank"" rel=""noopener"">aluminum seats</a>, 1680 denier <a href=""https://strykerboats.com/product/stryker-easy-load-boat-bag/"" target=""_blank"" rel=""noopener"">boat bag</a>, floor bag, <a href=""https://strykerboats.com/product/stryker-bow-bag/"" target=""_blank"" rel=""noopener"">bow bag</a>, <a href=""https://strykerboats.com/product/stryker-smart-cargo-bag-bench-cushion/"" target=""_blank"" rel=""noopener"">smart cargo bag bench cushion</a>, <a href=""https://strykerboats.com/product/repair-kit5x6/"" target=""_blank"" rel=""noopener"">repair kit</a> and <a href=""https://strykerboats.com/product/high-pressure-foot-pump/"" target=""_blank"" rel=""noopener"">foot pump</a>.
\n
\nThis Stryker Inflatable Boat package comes in 2 bags, 1 for your boat and 1 for your aluminum floor system.
\n<ul>
\n 	<li>Dimensions of Boat in Bag: 53 x 29 x 19""</li>
\n 	<li>Boat Only Weight: 117 lbs</li>
\n 	<li>Dimensions of Aluminum Floor in Bag: 46 x 28 x 6""</li>
\n 	<li>Floor Only Weight: 51 lbs</li>
\n 	<li>Airmat Floor Only Weight: 19 lbs</li>
\n</ul>
\nAvailable in Storm Grey or Rescue Red.  Aluminum Floor or Air Floor options.
\n
\n<a href=""https://strykerboats.com/warranty/"" target=""_blank"" rel=""noopener"">Stryker Boats 5 year manufacturer warranty.</a>",,,taxable,,1,,,0,0,90718,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2019/04/IMG_5268.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5268.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5269.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5267.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5266.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9225.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9237.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9334_e17a00a7-723d-408b-b5b5-a424ab9400ea.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Stryker_Shield_17887f19-5cd4-417e-8c33-89a0352299f9-scaled-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9229.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8911_9f86f8fb-c982-421f-9427-9626f5fb1958.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9224.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9065_a06a68f5-2a78-420e-80ab-6aa3bc3d4fba.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9051_ffc45a50-47ad-4a1d-8a87-a19f4c2496b8.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8999_d896d3a5-52d1-401b-bf98-325f8be096c2.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8983_6d6279d5-6df4-47e1-8b5b-1735dec42206.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8964_0fc508e5-6034-4c40-af50-d8c61fb30309.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF8994-93a-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF8997-95a-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF9005-97a-1.jpg",,,,,"id:347, id:348, id:1853",,,,101,color,"Rescue Red, Storm Grey",1,1,flooring,"Aluminum, HP Airmat",1,1,,,,,,,,,,,,,,,
13234,variation,,"2022 Stryker LX 360 (11’ 7”) Inflatable Boat - Rescue Red, Aluminum",'-1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,2719.88,3399.88,,,,,,,id:13233,,,,,,1,color,"Rescue Red",,1,flooring,Aluminum,,1,,,,,,,,,,,,,,,
13237,variation,,"2022 Stryker LX 360 (11’ 7”) Inflatable Boat - Storm Grey, HP Airmat",'-1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,2719.88,3399.88,,,,,,,id:13233,,,,,,2,color,"Storm Grey",,1,flooring,"HP Airmat",,1,,,,,,,,,,,,,,,
13258,variable,,"2022 Stryker LX 380 (12’ 5”) Inflatable Boat",'-1,0,visible,"CA YQWXD121G122
